source,summary,model,HHEMv1,HHEM-2.1,HHEM-2.1-English,google/t5_11b_trueteacher_and_anli,google/t5_xxl_true_nli_mixture,gpt-3.5-turbo,gpt-4-turbo,gpt-4o
"(CNN)Two passengers found dead on a cruise ship in Puerto Rico appear to have died in a murder-suicide, the cruise line said. Holland America Line said two guests were found dead inside their stateroom on the ms Ryndam at 11:30 a.m. Thursday. ""The cabin was immediately secured, and the authorities were notified, including the FBI,"" Holland America said. ""We are cooperating fully with the investigation, and the authorities will make the official determination on what occurred."" FBI spokesman Moises Quiñones said authorities were on scene investigating. The ship left Tampa, Florida, on March 29 on a 14-day Southern Caribbean cruise. It's currently in San Juan, Puerto Rico. Puerto Rico Port Authority spokesman Efraín Santiago told El Nuevo Dia newspaper that the cleaning staff on the ship had discovered the deceased passengers after knocking on the cabin's door.","Two passengers were found dead in their stateroom on the ms Ryndam cruise ship in Puerto Rico, in what appears to be a murder-suicide, according to Holland America Line. The discovery was made by the cleaning staff at 11:30 a.m. Thursday. The cabin was secured, and authorities, including the FBI, were notified and are investigating. The ship, which left Tampa, Florida, on March 29 for a 14-day Southern Caribbean cruise, is currently in San Juan, Puerto Rico.",openai/gpt-4o,0.99971,0.96961,0.98633,1,1.0,1,1,1
"Former Holland forward and assistant coach Patrick Kluivert has made a winning start in World Cup qualifying as coach of Curacao. The Caribbean island team advanced to the second qualifying round in CONCACAF for the 2018 tournament late Tuesday. Curacao drew 2-2 in a second-leg match at Montserrat to win 4-3 on aggregate. Kluivert's team won 2-1 on Saturday in Willemstad. Patrick Kluivert has helped Curacao progress to the next stage of 2018 World Cup qualification . Former Holland assistant Kluivert (far right) worked with Louis van Gaal (centre) at the 2014 World Cup . The first-round encounter was headed to extra time on Tuesday until former Holland Under 21 international Charlton Vicento scored in the 87th minute, five minutes after coming on as a substitute. Curacao face Cuba in the next round, on June 8 and 16. Kluivert, whose mother is from Curacao, was a World Cup losing semi-finalist in 1998 as a player, and last year as assistant to coach Louis van Gaal.","Former Holland forward and assistant coach Patrick Kluivert has successfully led Curacao to the second qualifying round of the 2018 World Cup. Curacao advanced by drawing 2-2 with Montserrat, winning 4-3 on aggregate after a 2-1 victory in Willemstad. Key to their advancement was a late goal by Charlton Vicento. Curacao will face Cuba next. Kluivert, whose mother is from Curacao, has a notable history in World Cup competitions, both as a player and as an assistant coach.",openai/gpt-4o,0.97507,0.93028,0.97579,1,1.0,1,1,1
"Esteban Cambiasso has won all the major European competitions a player can during his illustrious career but revealed that keeping Leicester City in the Premier League would be up there with the best. The Foxes are currently seven points adrift at the bottom of the table, with only eight games remaining, knowing that time is running out to save themselves. Cambiasso refuses to give up and admits that keeping Leicester up will feel like winning a trophy. Esteban Cambiasso says that helping keep Leicester in the Premier League will feel like winning a trophy . 'For me, it's like another cup,' he told BBC East Midlands Today. 'When you start another season you have an objective, and this is the objective for us. 'For me, winning a cup or winning the league with another team is the same now as having the possibility to save Leicester in the Premier League.' The Argentinian midfielder poses with the trophy after his team won the 2010 FIFA Club World Cup . Cambiasso had an illustrious career at Inter Milan, winning an impressive 15 trophies during his stint . River Plate (2001-2002) Argentine Primera Division . Real Madrid (2002-2004) La Liga . Super Cup . Supercopa de Espana . Inter Milan (2004-2014) Champions League . Serie A (5) Coppa Italia (4) Supercoppa (4) FIFA Club World Cup . Having not won a game since January, Nigel Pearson's men face West Ham United on Saturday and Cambiasso is still convinced they can avoid the drop. 'I understood when I signed for Leicester it's not an easy job to stay in the Premier League,' he said. 'It's a difficult situation but I think we have our chances to win matches. There's a quarter of the Premier League left to finish. 'I think some people think for Leicester all is finished. But I'm sure, because I watch my team-mates every day, we can save Leicester and stay in the Premier League.' The former Inter Milan star signed for the Foxes in the summer, leaving Italy after ten years and embarking on a new challenge in England. After agreeing to a one-year-deal, Cambiasso has quickly established himself as a key player but it remains to be seen if he'll still be in the East Midlands at the start of next season. The former Real Madrid man was also successful during his short spell in Spain for Real Madrid . Cambiasso played during Real's 'Galatico' era, with Luis Figo, Zinedine Zidane, Ronaldo and David Beckham . 'Leicester always wanted me,' he added. 'After these nine months or eight months, I'm very happy because my family is OK, and I'm good. 'I want a few more points, but all the rest is perfect.' Cambiasso is happy in the East Midlands and could stay beyond his current one-year-deal .","Esteban Cambiasso, a highly decorated footballer, considers keeping Leicester City in the Premier League as significant as winning a trophy. Despite Leicester being seven points adrift at the bottom of the table with eight games left, Cambiasso remains optimistic about their chances of survival. He joined Leicester after a successful career at Inter Milan and Real Madrid, where he won numerous trophies. Cambiasso has quickly become a key player for Leicester and is content with his life in the East Midlands, though his future with the club beyond his one-year deal is uncertain.",openai/gpt-4o,0.99688,0.96987,0.99251,1,1.0,1,1,1
"A 23-year-old mother-of-two is at risk of being banned from seeing her own children - because she refuses to stop drinking and partying. The woman, named only as Gemma, has two children under five by two different fathers and handed both infants over to her 52-year-old mother Debbie when they were four months old. Now Debbie is threatening to ban Gemma from seeing the children at all, after discovering her daughter's penchant for legal high, MKat, and because she suspects her of stealing. Scroll down for video . Feckless: 23-year-old Gemma faces being prevented from seeing her children by her own mother . 'I love them,' says Debbie of the two children. 'She [Gemma] isn't fit enough to have them. She doesn't care.' Debbie, who stepped in to care for the children after social services threatened to take them away, says her daughter's constant drinking and partying is getting out of hand. She also claims that Gemma, who is unemployed, stole an iPad from one of the children and sold it to fund her party lifestyle. Although Gemma says she did not steal the device, she admits to stealing money and other items from her mother in the past. 'From around the age of 13, she went off the rails,' says Debbie. 'She was drinking beer and having underage sex. Upset: Debbie reacts after hearing the results of Gemma's lie detector test - which revealed she did steal . Furious: Debbie, who has looked after Gemma's children all their lives, says she will ban her from the house . 'With the children, she was excited about being pregnant but gave up about four months after having them and then dumped the babies on me.' As a result, Debbie, who appeared alongside her daughter on The Jeremy Kyle Show, has been left to bring both children up alone. Now at the end of her tether, Debbie says she is preparing to ban Gemma from her home and from seeing the children - because she can't trust her not pinch their possessions. Upset: According to her mother, Gemma prefers drinking and parties to work and motherhood . 'I don't know how you could do that to your own kid,' adds Debbie, who also revealed that Gemma's children call her mum and not grandma. 'She doesn't care. She doesn't care at all and I feel awful about it because at the end of the day, they're my grandchildren and I love them. 'She's missed out from day one. She doesn't put them first. She knows she needs to grow up and stop drinking and taking drugs and partying.'","A 23-year-old mother named Gemma is at risk of being banned from seeing her two young children due to her refusal to stop drinking and partying. Her mother, Debbie, who has been caring for the children since they were four months old, is considering this ban after discovering Gemma's use of the legal high MKat and suspecting her of theft. Debbie stepped in to care for the children after social services threatened to take them away, citing Gemma's unfit behavior. Despite Gemma's denial of stealing an iPad, she admits to past thefts from her mother. Debbie, who appeared with Gemma on The Jeremy Kyle Show, is frustrated with her daughter's irresponsible lifestyle and is preparing to prevent her from seeing the children, who call Debbie ""mum."" Debbie emphasizes that Gemma needs to mature and prioritize her children over her partying habits.",openai/gpt-4o,0.99224,0.74404,0.82948,1,1.0,1,1,1
"After Chelsea forward Eden Hazard had scored give his side a 1-0 lead against Manchester United at Stamford Bridge on Saturday, the Sky Sports punditry team were convinced that there had been a foul in the build-up. Chelsea captain John Terry had come in with a strong challenge from behind on United striker Radamel Falcao which sent the Colombian hurtling to the ground. Blues midfielder Cesc Fabregas then collected the loose ball and released it to Oscar before his back-heel sent it into the path of the oncoming Hazard to slot home. Chelsea defender John Terry comes in from behind with a strong challenge on Radamel Falcao . Terry's challenge on Falcao came during the build-up to Eden Hazard's opening goal for Chelsea . The Manchester United striker struggles to hold his grand and loses the ball to Terry near the half-way line . Terry's strong challenge leads to a loose ball that is picked up by Cesc Fabregas to start of the scoring move . Without taking anything away from the sublime spectacle of the goal, pundits Thierry Henry, Jamie Redknapp and Graeme Souness agreed during their half-time analysis that play should have been stopped for Terry's rough tackle on Falcao. Souness said, 'It's a decent forearm smash. I mean he does stick his elbow in the back of Falcao's head and that's a foul.' He added, 'If that elbow's not there he's not going down like that.' Former Arsenal captain Henry, meanwhile, felt sympathy for Falcao as a fellow striker. Asked if he would have wanted a foul in that position as a player, the Frenchman responded, 'Yes, all day long.' Finally, Redknapp admitted that while Falcao could have possibly done better to stay on his feet, Terry's challenge from behind shouldn't have gone unpunished. 'I think he could have been stronger, but it's still a foul.' Sky pundits Graeme Souness (left), Thierry Henry (centre) and Jamie Redknapp agree Terry fouled Falcao .","Chelsea's Eden Hazard scored to give his team a 1-0 lead against Manchester United, but the Sky Sports punditry team believed there was a foul in the build-up. Chelsea captain John Terry made a strong challenge from behind on United's Radamel Falcao, causing him to lose the ball. Cesc Fabregas then picked up the loose ball, leading to Hazard's goal. Pundits Thierry Henry, Jamie Redknapp, and Graeme Souness agreed that Terry's challenge was a foul and play should have been stopped. Souness highlighted the use of Terry's elbow, Henry sympathized with Falcao, and Redknapp acknowledged Falcao could have been stronger but still deemed it a foul.",openai/gpt-4o,0.99786,0.98289,0.9969,1,1.0,1,1,1
"(CNN)Lady Antebellum singer Hillary Scott's tour bus caught fire on a Texas freeway Thursday morning, but everyone on board was safely evacuated. Michael Barnett captured dramatic video of the fire, on Interstate 30 just northeast of Dallas, and uploaded it to CNN iReport. Smoke and flames poured from the rear of the bus as traffic slowed to a crawl and Barnett slowly approached in his vehicle. As he drew closer to the bus, Barnett decided to stop filming because he didn't know what to expect. ""It was shocking,"" he said. ""I didn't know what I was about to see. I didn't know if anyone was hurt."" Barnett said he didn't realize at the time that the bus belonged to the country band. Hillary Scott, co-lead singer for the band, posted a photo of the charred bus on Instagram and noted that she, her husband, the tour manager and the driver were all evacuated safely. ""Thanking God for our safety and the safety of all of those who helped put this fire out and keep us safe,"" she wrote. The tour manager told CNN affiliate KTVT that the bus stopped after a rear tire blew out. It burst into flames after everyone had gotten off. Scott also posted an Instagram photo and message saying that the fire destroyed everything in the bus's back lounge except her Bible. The band's two other members, Charles Kelley and Dave Haywood, were not traveling on the bus, KTVT reported. Lady Antebellum is set to perform at the 50th Academy of Country Music Awards on Sunday in Arlington, Texas.","Lady Antebellum singer Hillary Scott's tour bus caught fire on a Texas freeway, but everyone on board was safely evacuated. Michael Barnett filmed the incident and uploaded it to CNN iReport. The fire, caused by a blown rear tire, destroyed everything in the bus's back lounge except Scott's Bible. Scott, her husband, the tour manager, and the driver were all safe. The band's other members, Charles Kelley and Dave Haywood, were not on the bus. Lady Antebellum is scheduled to perform at the 50th Academy of Country Music Awards in Arlington, Texas.",openai/gpt-4o,0.99661,0.96,0.99054,1,1.0,1,1,1
"Space lasers are best known for blowing people - and planets - up in science fiction, and even the odd Bond movie. But one Scottish scientist is hoping they could, in fact, be the answer to heating our homes in the future. However, he hasn't ruled out the chance of someone could potentially use them for weapons. Space lasers: Dr Adrian Quarterman has suggested space lasers could be used to power homes in the future - but says the beams will be nowhere near as powerful as imagined in films like Star Wars (pictured) Dr Adrian Quarterman, of Dundee University, is working on a laser which will convert sun beams into energy, The Times reported. The satellites will orbit the earth, covered in mirrors to help it harvest the sunlight and convert it into laser light. The energy it then creates, using semi-conductors, can be shot back down to earth. If it works, it could mean solar power could even become viable in Scotland, or be able to restore power instantly to disaster hit areas. The physicist told The Times: 'What this will do is be able to fire at solar panels to boost the energy they are receiving.' Initial trials in Scotland were successful, but Dr Quarterman is now hoping to move the trials to Portugal. Similar?: Tokyo rresearchers have proposed a laser system to attach to the ISS which would be used to shoot down pieces of debris in Earth orbit (artist's illustration shown) Unlike the lasers in the movies, however, they will not be powerful enough to blind a pigeon, let alone blow up a planet. And it is quite different from ideas unveiled in a paper earlier this week, which could see the International Space Station fitted with lasers to clear up 'space junk'. The system, suggested by researchers at the Riken research institute in Tokyo, would use a telescope already mounted on the station to find and target pieces of debris up to 62 miles (100km) away. Powerful pulses from the laser would then push space junk into Earth’s atmosphere, where it would burn up. But this laser would also not be powerful enough to be turned into a weapon: the pieces it targets will be less than a centimetre in size. However, Dr Quarterman has acknowledged you 'might possibly have to worry a bit about who is in control' of his satellites.","Dr. Adrian Quarterman of Dundee University is developing a laser system that converts sunlight into energy using satellites equipped with mirrors and semi-conductors. This energy can be transmitted to Earth to enhance solar panel efficiency, potentially making solar power viable in places like Scotland and providing immediate power to disaster-hit areas. Initial trials in Scotland were successful, and further trials are planned in Portugal. Unlike fictional space lasers, these will not be powerful enough to cause harm. A similar concept by Tokyo researchers involves using lasers on the ISS to clear space debris, but these too are not weaponizable. Dr. Quarterman acknowledges concerns about the control of such technology.",openai/gpt-4o,0.99184,0.95628,0.98185,1,1.0,1,1,1
"A predatory convicted paedophile with an obsession with young girls has gone on the run after vanishing from a psychiatric unit. Stephen Munden, 54, described as having a 'fanatical obsession' with small girls after he targeted a toddler on a bus, has been missing since 6.15pm on Tuesday and was last seen leaving a hospital, near Hook, Hampshire. Now officers have launched a manhunt to find Munden  - who was detained under the Mental Health Act after sexually touching the three-year-old girl. A predatory convicted paedophile with an obsession with young girls has gone on the run after vanishing from a psychiatric unit. Stephen Munden, 54, (pictured with and without a beard) was last seen leaving a hospital, near Hook, Hampshire . He is described as about 5ft 8ins tall, of a heavy build, and has dark hair. Officers said they believed that Munden, who suffers from learning difficulties, may have shaved off his beard before leaving the hospital in Winchfield and have released images of him with both facial hair and a clean shave. He was detained at the private facility under a hospital order following his sentence last August for sexual offences. Munden was convicted of sexually touching a child under the age of 13. A court heard he deliberately sat near a three-year-old girl and stroked her hand with his finger - in full view of the child's mother and grandmother. Munden, formerly of Marchwood, near Southampton, denied the offence, claiming it was accidental when he appeared at Southampton Crown Court. During the sentencing David Jenkins, prosecuting, told Judge Peter Henry that the defendant had admitted ten unrelated offences of possessing or attempting to possess indecent images of children. The court heard he had been arrested after using one of the public computers at Hythe library in an attempt to download images. Mr Jenkins said children's clothes, books and dolls were found at Munden's home and added: 'He has a fanatical obsession with young girls.' A court heard he deliberately sat near a three-year-old girl and stroked her hand with his finger - in full view of the child's mother and grandmother. Munden, formerly of Marchwood, near Southampton, denied the offence, claiming it was accidental when he appeared at Southampton Crown Court . Consultant physiatrist John O'Shea said the defendant was autistic and also suffered from mild learning difficulties. He added that Munden had difficulty controlling his sexual interest in small children but the girl on the bus was probably unaware of his intentions. Keely Harvey, in mitigation, said: 'He did not accept that he deliberately touched the child's hand.' But the judge said 'the move from non-contact offences to a contact offence is significant' and he was made the subject of a hospital order. Detective Chief Inspector Tim Rowlandson said: 'We are extremely keen to hear from anyone who has seen this man since yesterday evening or knows where he might be. 'Mr Munden is subject to a hospital order after being convicted and sentenced for sexual offences and also suffers from learning difficulties, so we need to know where he is as a matter of urgency.'","Stephen Munden, a 54-year-old convicted paedophile with a 'fanatical obsession' with young girls, has gone missing from a psychiatric unit near Hook, Hampshire. Munden, who was detained under the Mental Health Act for sexually touching a three-year-old girl, was last seen leaving the hospital at 6.15pm on Tuesday. He is described as 5ft 8ins tall, of heavy build, with dark hair, and may have shaved his beard. Munden, who suffers from learning difficulties and autism, was previously convicted for possessing indecent images of children and had children's items found at his home. Authorities have launched a manhunt and are urgently seeking information on his whereabouts.",openai/gpt-4o,0.99724,0.78182,0.98319,1,1.0,1,1,1
"(CNN)Donald Sterling's racist remarks cost him an NBA team last year. But now it's his former female companion who has lost big. A Los Angeles judge has ordered V. Stiviano to pay back more than $2.6 million in gifts after Sterling's wife sued her. In the lawsuit, Rochelle ""Shelly"" Sterling accused Stiviano of targeting extremely wealthy older men. She claimed Donald Sterling used the couple's money to buy Stiviano a Ferrari, two Bentleys and a Range Rover, and that he helped her get a $1.8 million duplex. Who is V. Stiviano? Stiviano countered that there was nothing wrong with Donald Sterling giving her gifts and that she never took advantage of the former Los Angeles Clippers owner, who made much of his fortune in real estate. Shelly Sterling was thrilled with the court decision Tuesday, her lawyer told CNN affiliate KABC. ""This is a victory for the Sterling family in recovering the $2,630,000 that Donald lavished on a conniving mistress,"" attorney Pierce O'Donnell said in a statement. ""It also sets a precedent that the injured spouse can recover damages from the recipient of these ill-begotten gifts."" Stiviano's gifts from Donald Sterling didn't just include uber-expensive items like luxury cars. According to the Los Angeles Times, the list also includes a $391 Easter bunny costume, a $299 two-speed blender and a $12 lace thong. Donald Sterling's downfall came after an audio recording surfaced of the octogenarian arguing with Stiviano. In the tape, Sterling chastises Stiviano for posting pictures on social media of her posing with African-Americans, including basketball legend Magic Johnson. ""In your lousy f**ing Instagrams, you don't have to have yourself with -- walking with black people,"" Sterling said in the audio first posted by TMZ. He also tells Stiviano not to bring Johnson to Clippers games and not to post photos with the Hall of Famer so Sterling's friends can see. ""Admire him, bring him here, feed him, f**k him, but don't put (Magic) on an Instagram for the world to have to see so they have to call me,"" Sterling said. NBA Commissioner Adam Silver banned Sterling from the league, fined him $2.5 million and pushed through a charge to terminate all of his ownership rights in the franchise. Fact check: Donald Sterling's claims vs. reality . CNN's Dottie Evans contributed to this report.","Donald Sterling's former companion, V. Stiviano, has been ordered by a Los Angeles judge to repay over $2.6 million in gifts after being sued by Sterling's wife, Shelly Sterling. Shelly accused Stiviano of exploiting wealthy older men and using the couple's money for luxury items and a duplex. Stiviano argued that the gifts were given willingly by Donald Sterling. The court's decision was celebrated by Shelly Sterling's lawyer, who noted it sets a precedent for recovering such gifts. The case follows Donald Sterling's fall from grace after racist remarks led to his NBA ban and loss of the Los Angeles Clippers.",openai/gpt-4o,0.96636,0.74805,0.83866,1,1.0,1,1,1
"Thierry Henry has criticised Arsenal's recent dealings in the transfer window and has urged his former side to purchase four top players in the summer. The Frenchman believes Arsenal need a goalkeeper, centre back, defensive midfielder and striker if they are to have any chance of winning the Barclays Premier League title. Henry, who was speaking after Arsenal's goalless draw with Chelsea, also hit out at Olivier Giroud by claiming the Gunners will struggle to win the league if his fellow countryman is to remain as the club's first choice striker. Sky Sports pundit Thierry Henry questioned whether Arsenal can win the title with Olivier Giroud in attack . Henry (centre) said after Arsenal's goalless draw with Chelsea that Giroud (right) may need replacing . Hull (away) - May 4 . Swansea (home) - May 11 . Man United (away) - May 17 . Sunderland (home) May 20 . West Brom (home) - May 24 . Speaking as a pundit on Sky Sports, Henry said: 'I think they need to buy four players - they need that spine. They need a goalkeeper, they still need a centre back, they still need a holding midfielder and, I'm afraid, they need a top, top quality striker to win this league again. 'You had the best example with Chelsea here today. They were struggling last season to win the league. They went on to buy [Thibaut] Cortouis, [Nemanja] Matic, Cesc [Fabregas] and [Diego] Costa. 'For me, that speaks volumes and you saw it today - a team didn't and a team did, and they are about to win the league again. Arsenal are third in the Premier League, level on points with Manchester City but with a game in hand . 'He [Arsene Wenger] has to do it. You need to have this competitive thing within the group - to win the league, that has to happen.' And he added on Giroud's inability to lead Arsenal to the title despite scoring 14 league goals so far this season: 'I think Giroud is doing extremely well. But can you win the league with him? I wouldn't think so. 'He does a job, and he does it ever so well, but you can't win the league. 'Arsenal were at the top of the league last season, but everyone was saying they are not going win the league.' Arsenal need to sign players of a similar calibre to Thibaut Courtois, Nemanja Matic, Cesc Fabregas and Diego Costa, according to Henry . Giroud, pictured during Arsenal's match against Chelsea, has scored 14 Premier League goals this season .","Thierry Henry has criticized Arsenal's recent transfer activities and urged the club to sign four key players—a goalkeeper, center back, defensive midfielder, and striker—to compete for the Premier League title. Speaking after a goalless draw with Chelsea, Henry specifically questioned Olivier Giroud's ability to lead Arsenal to the title despite his 14 league goals. Henry highlighted Chelsea's successful signings, such as Thibaut Courtois and Diego Costa, as examples Arsenal should follow. He emphasized the need for a competitive squad to win the league, suggesting that Arsenal's current lineup is insufficient.",openai/gpt-4o,0.97635,0.97508,0.99617,1,1.0,1,1,1
"A young woman who was subjected to years of abuse by Bega Cheese boss Maurice Van Ryn has told a court of the severe impact it had on her life. For years she kept what Van Ryn did to her a secret, but when she found out he had been caught she knew she had to break her silence. The wealthy NSW businessman has pleaded guilty to 12 sex offences, including the most serious charge of persistent sexual abuse of a child. One of his victims told Sydney's District Court on Monday that she is scared for her future relationships, and didn't understand why she had been targeted. Scroll down for video . A young woman who was subjected to years of abuse by Bega Cheese boss Maurice Van Ryn (pictured) has told a court of the severe impact it had on her life . The wealthy NSW businessman has pleaded guilty to 12 sex offences, including the most serious charge of persistent sexual abuse of a child . 'I am scared for my future relationships,' the young woman said, according to News Corp. 'He has stolen my right to share my body with someone for the first time.' Van Ryn sat calmly in the dock and did not look at the young woman as she told Sydney's District Court on Monday about the impact his abuse has had on her. The young woman, who cannot be named, said when he abused her as a child she didn't know it was wrong. 'I didn't understand why he would do something like this. Does this happen to every kid? Do friends do this to other friends?' she said. 'I didn't know it was against the law.' Van Ryn (left) sat calmly in the dock and did not look at the young woman as she told Sydney's District Court on Monday about the impact his abuse has had on her. The young woman, who cannot be named, said when he abused her as a child she didn't know it was wrong . She said she hadn't spoken up about the abuse until the day she heard he had been caught, and since then had attempted to take her own life. 'I knew I had to say something.' Since then, however, she says she has been scared people will find out. 'I didn't want people to know what happened to me. I don't want people asking questions. She says she wonders when Van Ryn, who is now in custody will be out in the community again, and she worries what he did to her will forever affect how she relates to men. She said she has suffered depression since she was 14 and had been hospitalised for self harm and attempted suicide. The hearing continues. Readers seeking support and information about suicide prevention can contact Lifeline on 13 11 14. Sorry we are not currently accepting comments on this article.","A young woman testified in court about the severe impact of years of sexual abuse by Maurice Van Ryn, the Bega Cheese boss. Van Ryn has pleaded guilty to 12 sex offences, including persistent sexual abuse of a child. The victim, who kept the abuse secret until Van Ryn was caught, expressed fears for her future relationships and revealed her struggles with depression and self-harm. She did not understand the abuse was wrong as a child and has since been scared of people finding out. The hearing is ongoing.",openai/gpt-4o,0.98928,0.98824,0.99328,1,1.0,1,1,1
"Serge Gnabry says he is feeling 'better and better' all the time as the Arsenal teenager prepares to return after more than a year out. The 19-year-old midfielder impressed for the Gunners last season, but his progress has been stunted by a serious knee injury. Gnabry, as a result, has not featured since the Champions League last-16 second leg against Bayern Munich in March 2014, although he is at last closing in on a return. Serge Gnabry played 90 minutes for Arsenal Under 21s against Reading on Monday . The 19-year-old has not featured for the first team since March last year after suffering serious knee injury . Gnabry impressed for the Gunners last season before his progress was curtailed due to injury . The Germany Under-21 international played for Arsenal's development squad as they lost 1-0 to Reading on Monday and is now over his injury worries. 'I am feeling good, I'm feeling better and better,' Gnabry told Arsenal Media. 'It is my second 90 minutes [in the space of a week], I am playing and over my injury so it is all good and I am looking forward to the next game.'","Serge Gnabry, a 19-year-old Arsenal midfielder, is feeling increasingly better as he prepares to return after over a year out due to a serious knee injury. Gnabry, who impressed last season, has not played for the first team since March 2014. Recently, he played 90 minutes for Arsenal Under-21s against Reading, marking his second full game in a week. Gnabry expressed optimism about his recovery and upcoming games.",openai/gpt-4o,0.9968,0.95574,0.98268,1,1.0,1,1,1
"A young accountant fell down a 70ft cliff to his death when he ran from a taxi to avoid paying the fare. Graduate Jacob Phillips, 23, plunged down the cliff when he leapt over a fence in the dark. Mr Phillips had caught the cab home after a night out with friends in December – but didn’t have enough cash to pay for it. An inquest heard he ran from the driver, who gave chase at the seaside town of Penarth, South Wales. Cabbie Dave Sidaway told the inquest: ‘I stopped because I couldn’t see where I was going. I had no idea how much danger he was in.’ Jacob Phillips, 23, was found dead at the end of the disused Northern Promenade, a rocky area at the base of the cliff . The university graduate had been out drinking in Cardiff before catching a taxi with friends Padraig Crowley and Rory Robinson. Cardiff Coroner’s Court heard how the trio got out of the taxi to ‘use an ATM’ before making a run for it. ‘The plan was to go to Penarth but we did not have enough money for the taxi – I ran off in one direction, Jacob went in another direction,’ Mr Robinson told the inquest. ‘Running away from the taxi was a stupid thing to do.’ Mr Phillips, of Reading, Berks, was discovered the next day on the rocky beach by a dog walker. Paramedics arrived at the scene after his body was discovered in the morning by a dog walker . A long way down: Mr Phillips fell down this cliff after a night out.  Tthe taxi driver said he would not have left him if he knew where they were . Recording a verdict of accidental death, coroner Andrew Barkley said: ‘It is likely that he became disorientated and there is no evidence that he knew where he was at the time. ‘There is no way he could have known the danger that lay in front of him. The following day with the benefit of light it was clear the danger he faced by the sheer drop off the cliff just yards beyond the fence.’ Mr Phillips worked for Pretty Green, the clothing label run by Oasis star Liam Gallagher. He had grown up in Barry, South Wales, before studying accountancy at the University of Birmingham. The inquest heard that he had returned to Wales for Christmas and had been staying with his mother in the upmarket Cowbridge area. Mr Phillips had planned to stay at a friend’s house but he and his friends didn’t have enough money to complete the journey, so decided to trick the driver by ‘dodging’ the fare. Mr Phillips ran off into the ‘pitch black’ and fell down a cliff at the end of the disused Northern Promenade – also called The Dardanelles. Police search the scene at the bottom of the cliff where his body was discovered .","Jacob Phillips, a 23-year-old accountant, tragically died after falling down a 70ft cliff in Penarth, South Wales, while attempting to evade a taxi fare. After a night out in Cardiff, Phillips and his friends, lacking sufficient cash, decided to run from the taxi driver. In the dark, Phillips leapt over a fence and unknowingly plunged off the cliff. His body was discovered the next morning by a dog walker. An inquest concluded his death was accidental, noting he was likely disoriented and unaware of the cliff's danger. Phillips, who worked for Pretty Green and had studied accountancy at the University of Birmingham, was visiting Wales for Christmas and staying with his mother.",openai/gpt-4o,0.98208,0.96348,0.99106,1,1.0,1,1,1
"Thousands of holidaymakers caught up in last summer’s passport delay fiasco have not received any compensation. At the same time, managers at the passport agency, which made a £42 million profit during the chaos, received up to £3,500 in bonuses. Ministers refused to give a blanket refund to the desperate families who had to pay extra to get their travel documents rushed through, and even to some who missed out on trips. Scroll down for video . The boxes of passport applications piled up at in office in Liverpool at the peak of the backlog last summer . Keith Vaz, who as chairman of the Home Affairs Committee led the calls for compensation, said last night: ‘I am astonished so few people have been given compensation for what was a fiasco presided over by the management of the passport office, especially as they made a profit last year that ran into millions of pounds.’ The problems began a year ago as HM Passport Office struggled to cope with 3.6 million Britons applying for documents. By mid-June there were more than half a million passports stuck in the system. Ministers agreed to give urgent cases a free upgrade to the fast-track service, but thousands had already paid the extra £30 per passport for this. Many still missed trips because their passports did not arrive in time. Details obtained by The Mail on Sunday show scarcely any of the thousands of holidaymakers caught up in the chaos ever got anything back from the Passport Office. In total just 2,191 compensation applications were approved between April last year and January this year, scarcely changed from 2,077 for the previous year. The total paid out was £203,066, giving an average sum of £92.68. The biggest single payout was £5,463; the lowest £1. The Passport Office said it could not say how many claims were rejected, partly because of ‘the system failure of our customer complaint database’. It can be revealed however that Ministers rejected a demand by the Home Affairs Select Committee for all those left out of pocket to be compensated, saying: ‘It would create a precedent.’ Home Affairs Committee chairman Keith Vaz led the calls for compensation and was 'astonished' to learn just 2,191 compensation applications were approved . This newspaper contacted more than a dozen holidaymakers who had either missed trips or had to pay extra to get passports in time. Only one had got money back. Among those refused were Mathew Bean and Hayley Kirkham. They lost close to £1,500 on a trip to Morocco, where he had planned to propose, because their passports did not arrive in time – even though they had applied ten weeks before they were due to travel and paid for upgrades. HM Passport Office made a surplus of £42.3 million between April and October last year. In 2013-14, the most recent figures available, managers were handed a total of £1.8 million in bonuses, with the average reward £499 and the highest £3,500.","Thousands of holidaymakers affected by last summer's passport delays have not received compensation, despite the passport agency making a £42 million profit and awarding managers bonuses up to £3,500. Ministers refused blanket refunds for families who paid extra for expedited services or missed trips. The backlog peaked with over half a million passports stuck in the system. Only 2,191 compensation claims were approved, totaling £203,066, with an average payout of £92.68. The Home Affairs Committee's call for broader compensation was rejected by ministers. Many affected individuals, including those who missed significant trips, received no reimbursement.",openai/gpt-4o,0.99531,0.97139,0.99007,1,1.0,1,1,1
