source,summary,model,HHEMv1,HHEM-2.1,HHEM-2.1-English,google/t5_11b_trueteacher_and_anli,google/t5_xxl_true_nli_mixture,gpt-3.5-turbo,gpt-4-turbo,gpt-4o
"For many people with severe disabilities, their families and carers, this is a reality they are faced with every time they leave the house. In some cases it can leave them feeling isolated and unable to enjoy the simplest of everyday activities that we take for granted just because they haven't got a suitable area to spend a penny. Ordinary accessible toilets may be the answer for many independent wheelchair users - but what about those who need two carers to help them or need a hoist to help them transfer on to a bench to change rather than a toilet?"" Recommendations are in place to support installing Changing Places toilets with enhanced facilities when designing larger buildings such as shopping centres, cinemas and leisure facilities - but campaigners are calling for these to be made compulsory. Lorna Fillingham, mother of six-year-old Emily-May, is concerned about the lack of truly accessible toilet facilities in town centres and has started a petition to campaign for changes in building regulations to make Changing Places guidelines compulsory ""It's like playing Russian roulette,"" Lorna says. ""Knowing I might have to change her on the dirty floors of standard accessible toilets that just aren't suitable if there is not a Changing Places nearby when we go out as a family is so stressful. ""My daughter is only six so she doesn't have any knowledge of what she is going to be put through, but I know and the thought of that makes me feel so guilty."" Lorna has also submitted written evidence to the Women and Equalities parliamentary committee who are currently gathering evidence about how accessible the built environment is for disabled people. There are currently 893 Changing Places toilets in the UK but what exactly are they? They are different from standard disabled toilets as they have extra features and more space to help meet  the needs of people who use them. Mike LeSurf, Changing Places Development Officer at Mencap says: ""There are potentially over a quarter of a million people who need a Changing Places toilet - because behind the standard accessible toilet door, people's needs are not being met."" Alison Beevers describes the psychological effect on the whole family of not having an appropriate place for a change as her son Freddie gets older and their options for outings are slowly flushed away. ""Imagine having to get down on your hands and knees and laying down on a dirty floor or squashing yourself into the back of your car just because there isn't a bench and hoist in the toilet,"" she says. ""You just begin to get this sense of feeling like you're last in the line to be considered. ""It's soul-destroying and you don't feel like a valued member of society at all."" But it is not all doom and gloom and Alison gets by with a little help from her friends. She said: ""Freddie went to a party and one of my friends converted a room into a 'pop-up' changing places, and brought stuff from home to kit it out - it was amazing"" Alison even tweeted from the party: ""Friends for life are those who organise parties in the village hall and provide a 'pop up' #changingplace so ALL can go!"" Bethan Folen and her daughter Lowri also enjoy their ""girls' days out"" now there are more convenient and fully accessible places to change nearby. She said: ""Lowri's favourite thing to do is to go to the Millennium Stadium [now known as the Principality Stadium] in Cardiff and watch Wales play rugby. She is a massive fan. Even before the stadium installed its Changing Places toilet, says Bethan, ""There were some nearby in the centre of Cardiff and it made things so much easier whenever we needed to change Lowri"" Changing Places specifications have been included in the Building Standards guidelines (BS 8300:2009) since 2009 as a recommendation rather than a compulsory requirement. Architect Vaila Morrison explains why this creates a problem. ""By making it compulsory to have a Changing Places toilet in larger complexes then you will give people clarity over what is expected as there is none at the moment,"" she says. ""As a designer you tend to focus on what you have to do in line with compulsory legislation and recommendations can be ignored because of this."" For businesses, especially those in already existing buildings, logistical and financial barriers to installing these toilets can sometimes block plans. At 12 square metres (3m x 4m) Changing Places are considerably larger than the standard accessible toilet (1,5m x 2.2m). Because of this campaigners are focusing their efforts on making it compulsory for newly built larger complexes such as shopping centres, cinemas and sports stadiums in the building regulations. Arsenal Football Club, who were the first side in the Premier League to install a Changing Places toilet, have seen a very positive reaction not just from fans but from the general public too. Alun Francis, Disability Liaison Officer at the club, said: ""There were challenges and despite already having 38 wheelchair accessible toilets we were constrained by the original building design as it existed before the recommendations came in, so we had to adapt. ""But working with the people behind the Changing Places group was such a positive experience. ""They looked at our ideas to convert two of the existing toilets into one Changing Place and helped us find a way around things so we could make it possible. ""You need to think about all of your customers when you run any type of venue and if you want their custom you have to make things accessible for them - it's important.""","The passage discusses the need for Changing Places toilets, which have enhanced facilities and more space to meet the needs of people with severe disabilities. Currently, there are 893 Changing Places toilets in the UK, but campaigners are calling for them to be made compulsory in larger buildings such as shopping centers and cinemas. The lack of accessible toilet facilities can leave families and carers feeling isolated and stressed, as they may have to change individuals on dirty floors or in cramped spaces. The passage also highlights the positive impact of having Changing Places toilets, as they provide convenience and accessibility for people with disabilities and their families.",openai/GPT-3.5-Turbo,0.94943,0.92245,0.98907,1,1.0,1,1,1
"Forceps ( plural forceps or forcipes ) are a handheld , hinged instrument used for grasping and holding objects . Outside medicine , people usually refer to forceps as tweezers , tongs , pliers , clips or clamps .","The passage describes forceps as handheld, hinged instruments used for grasping and holding objects. In non-medical contexts, forceps are often referred to as tweezers, tongs, pliers, clips, or clamps.",openai/GPT-3.5-Turbo,0.99919,0.96305,0.9961,1,1.0,1,1,1
"Former Dons midfielder Sheerin, 39, has been player-manager at the Red Lichties since 2010 and replaces Neil Cooper at Pittodrie.Arbroath were relegated to Scottish League Two after finishing season 2013-14 bottom of League One.Aberdeen chief executive Duncan Fraser said boss Derek McInnes chose Sheerin after ""a comprehensive process"".Speaking on the club's website, Fraser added: ""Despite wishing to retain Paul's services, Arbroath chairman John Christison was good to deal with and completely appreciated Paul's desire to come back to Aberdeen.""Sheerin played for several Scottish clubs and also featured for Östersunds in Sweden before moving into coaching. He won a Scotland Under-21 cap in in the mid-1990s.Sheerin guided the Arbroath to their first national trophy in their history by winning the Scottish Third Division title and promotion in 2011.","The passage discusses the appointment of Paul Sheerin as the new manager of Aberdeen Football Club. Sheerin, a former midfielder for Aberdeen, has been the player-manager at Arbroath since 2010. Arbroath was relegated to Scottish League Two in the 2013-14 season. Aberdeen's CEO, Duncan Fraser, stated that Sheerin was chosen by boss Derek McInnes after a thorough selection process. Despite Arbroath's desire to retain Sheerin's services, they understood his desire to return to Aberdeen. Sheerin has played for various Scottish clubs and Östersunds in Sweden before transitioning into coaching. He led Arbroath to their first national trophy, winning the Scottish Third Division title and gaining promotion in 2011.",openai/GPT-3.5-Turbo,0.72016,0.86672,0.96563,1,1.0,1,1,0
"Former Holland forward and assistant coach Patrick Kluivert has made a winning start in World Cup qualifying as coach of Curacao. The Caribbean island team advanced to the second qualifying round in CONCACAF for the 2018 tournament late Tuesday. Curacao drew 2-2 in a second-leg match at Montserrat to win 4-3 on aggregate. Kluivert's team won 2-1 on Saturday in Willemstad. Patrick Kluivert has helped Curacao progress to the next stage of 2018 World Cup qualification . Former Holland assistant Kluivert (far right) worked with Louis van Gaal (centre) at the 2014 World Cup . The first-round encounter was headed to extra time on Tuesday until former Holland Under 21 international Charlton Vicento scored in the 87th minute, five minutes after coming on as a substitute. Curacao face Cuba in the next round, on June 8 and 16. Kluivert, whose mother is from Curacao, was a World Cup losing semi-finalist in 1998 as a player, and last year as assistant to coach Louis van Gaal.","Former Holland forward and assistant coach Patrick Kluivert has led the Curacao national team to a victory in the World Cup qualifying match. Curacao advanced to the second qualifying round in CONCACAF for the 2018 tournament after drawing 2-2 in a second-leg match against Montserrat. They won the match 4-3 on aggregate. Kluivert's team had previously won 2-1 in the first leg. The winning goal was scored by Charlton Vicento in the 87th minute. Curacao will now face Cuba in the next round of qualification. Kluivert, who has a connection to Curacao through his mother, was a World Cup semi-finalist in 1998 as a player and in 2014 as an assistant coach.",openai/GPT-3.5-Turbo,0.96548,0.92316,0.94036,1,1.0,1,1,1
Forward Fernando Forestieri (knee) is a doubt having only been able to play from the bench in the last two games. Derby County striker David Nugent (groin) could return after missing Monday's draw with Huddersfield. Midfielder Jacob Butterfield is hoping for a recall after coming off the bench to score a late leveller against the Terriers.,"The passage discusses the injury concerns of forward Fernando Forestieri and striker David Nugent. Forestieri has been playing from the bench in the last two games due to a knee injury, making his availability uncertain. Nugent, on the other hand, missed the previous game due to a groin injury but could potentially return for the upcoming match. Additionally, midfielder Jacob Butterfield is hoping to be included in the starting lineup after scoring a late goal as a substitute in the previous game.",openai/GPT-3.5-Turbo,0.8709,0.95017,0.98496,1,1.0,1,1,1
"Fosse Park, near junction 21 of the M1, opened in 1989 and was bought in August for Â£345.5m. Plans are now being prepared to improve parking and traffic congestion and the appearance of units. Ernie White, leader of Blaby District Council, said the new owners had met with the council to clear up ""potential planning questions"". ""Fosse Park is the gateway from Blaby into the city and they see it as an investment that they think they can improve,"" said Mr White. ""I think it could be a better view when you come into the city, at the moment all you see are far too many backs of sheds."" Paul Clarke, director of investments at Crown Estates, said: ""Two things we want to address are parking and congestion issues around the park and we believe it has become rather tired over the last few years. ""We are very concerned to address the quality of what we call the common areas - where people have to walk and park - and the facilities available to make sure a location like Fosse Park is as good as it can be.""","Fosse Park, located near junction 21 of the M1, was purchased in August for £345.5m. The new owners are planning to improve parking, traffic congestion, and the appearance of units. The Blaby District Council has met with the new owners to address potential planning questions. The goal is to enhance Fosse Park as the gateway from Blaby into the city and improve its overall view. Crown Estates, the new owners, are particularly focused on addressing parking and congestion issues, as well as improving the quality of common areas and facilities at Fosse Park.",openai/GPT-3.5-Turbo,0.99946,0.93794,0.98886,1,1.0,1,1,1
"Four-year-old James Hayward had his toy gun confiscated at East Midlands Airport . A four-year-old boy was frisked by airport security and then forced to hand over his plastic nerf gun after it was deemed a security risk. James Hayward had arrived at East Midlands Airport with his parents, Phil, 44, and Hazel, 38, with his brightly coloured toy - which fires sponge darts - packed in his hand luggage for their flight out to Lanzarote. But  security officers, who were described as 'over-zealous' by the boy's father, then took exception to James's harmless toy when it was picked up on the system's X-ray machines. They demanded he hand it over, and they also performed a thorough patting down and inspection of the primary school child. Dad Phil has labelled the security checks 'ludicrous' and criticized how staff reacted in the situation. Mr Hayward, a software engineer, said: 'Fair enough they are thorough but it just seemed a bit ludicrous to take a plastic gun away from a four-year-old. 'We were so late by this point I didn't have time to stop and argue with them so we just had to leave it because we didn't want to miss our flight. 'I explained to James we would get him a new one when we got back from our holiday. We were going for 10 days in Lanzarote over Easter. 'I thought it was a bit over-zealous of the security staff considering how many people were trying to get through at the time. 'No wonder it was taking so long if they wanted to pat down every little kid. Scroll down for video . After returning from the holiday to Lanzarote, the four-year-old boy was bought a replacement toy gun . The smile is back on James Hayward's face following the confiscation of his toy gun at East Midlands Airport . The £6 plastic gadget was described as a semi-automatic soft dart gun by its manufacturers, and James was bought a new one off eBay when the family returned from their holidays. East Midlands Airport apologised for the inconvenience but pointed out they had offered to post the toy back to the family's home in Doncaster, South Yorkshire. Defending the decision a spokeswoman said: 'The safety and security of our passengers is our first priority and all regulations on security are set by the government. 'This regulation states that no items may be permitted through security that resemble a prohibited item.' The hand luggage restrictions on all UK flights is set by the Department of Transport, and while there is no specific mention of models and makes of such 'toy guns,' the prohibited list does include 'replica or model guns.' East Midlands Airport said that 'no items may be permitted through security that resemble a prohibited item'","A four-year-old boy named James Hayward had his plastic nerf gun confiscated at East Midlands Airport. The toy gun was deemed a security risk and was taken away by security officers. James and his parents were traveling to Lanzarote and had packed the toy in their hand luggage. The father criticized the security checks as ""ludicrous"" and thought it was unnecessary to take a plastic gun away from a four-year-old. After their holiday, James was bought a replacement toy gun. East Midlands Airport apologized for the inconvenience and explained that they follow government regulations on security. The airport offered to post the toy back to the family's home.",openai/GPT-3.5-Turbo,0.99841,0.96955,0.99518,1,1.0,1,1,1
"Fox News . Rupert Murdoch is the current chairman and acting CEO of Fox News . James Rupert Jacob Murdoch ( [ ˈmɜrdɒk ] born 13 December 1972 ) is an Australian , British , American businessman , the younger son of media mogul Rupert Murdoch , the chief executive officer ( CEO ) of 21st Century Fox , and chairman of Sky plc. . Rupert Murdoch . Murdoch thus had full control as Chairman and CEO of global media holding company News Corporation , now the world 's second-largest media conglomerate , and its successors , News Corp and 21st Century Fox , after the conglomerate split on 28 June 2013 .","The passage provides information about Rupert Murdoch, who is the current chairman and acting CEO of Fox News. He is an Australian, British, and American businessman and the younger son of media mogul Rupert Murdoch. Rupert Murdoch had full control as Chairman and CEO of global media holding company News Corporation, which is now the world's second-largest media conglomerate. The conglomerate split on June 28, 2013, resulting in the creation of News Corp and 21st Century Fox.",openai/GPT-3.5-Turbo,0.76749,0.96995,0.99641,1,1.0,1,0,0
"Fox Sports is the brand name for a number of sports channels , broadcast divisions , programming , and other media around the world that are either controlled or partially owned by the family of Rupert Murdoch . Rupert Murdoch . Murdoch thus had full control as Chairman and CEO of global media holding company News Corporation , now the world 's second-largest media conglomerate , and its successors , News Corp and 21st Century Fox , after the conglomerate split on 28 June 2013 . Murdoch and his family own both 21st Century Fox and News Corp through the Murdoch Family Trust .","The passage describes Fox Sports as a brand name for various sports channels, broadcast divisions, programming, and other media worldwide. These entities are either controlled or partially owned by the family of Rupert Murdoch. Rupert Murdoch is the Chairman and CEO of the global media holding company News Corporation, which is now the world's second-largest media conglomerate. After the conglomerate split on June 28, 2013, Murdoch had full control of News Corp and 21st Century Fox. Both of these companies are owned by Murdoch and his family through the Murdoch Family Trust.",openai/GPT-3.5-Turbo,0.99847,0.96859,0.99594,1,1.0,1,1,1
"France's Dubuisson carded a 67 to tie with overnight leader Van Zyl of South Africa on 16 under par. McIlroy carded a third straight five under-par 67 to move to 15 under par with Thailand's Kiradech Aphibarnrat. The world number three's round included an eagle on the 12th as he bids to win his first title since May. ""The 67s I've shot this week have all been a little different and I feel like I've played within myself for all of them, "" said four-time major winner McIlroy of Northern Ireland. ""I feel there's a low round out there for me and hopefully it's tomorrow."" McIlroy was level par for the day after 10 holes, dropping his first shots of the week by three-putting the third and 10th, the latter mistake prompting the 26-year-old to throw his putter at his bag. But he hit back with a birdie on the par-five 11th and a towering four iron from 229 yards on the 13th set up an eagle from just four feet. The former world number one ruptured a ligament in his left ankle during a game of football with friends in July, ruling him out of several tournaments. But he returned in time to unsuccessfully defend his US PGA title at Whistling Straits in August and played in three of the FedEx Cup play-off events before starting the new PGA Tour season with a tie for 26th in the Frys.com Open in California. He is targeting a third Race to Dubai title in four years and leads England's Danny Willett by 271, 214 points with three events remaining after the Turkish Open. English pair Chris Wood (-13) and Richard Bland (-12) who were tied for second overnight are fifth and seventh respectively.","The passage describes the performance of several golfers in a tournament. Dubuisson from France and Van Zyl from South Africa are tied for the lead at 16 under par. McIlroy from Northern Ireland is one stroke behind at 15 under par, along with Aphibarnrat from Thailand. McIlroy is aiming to win his first title since May and believes there is a low round in his future. Despite some early struggles, McIlroy recovered with a birdie and an eagle to stay in contention. He is currently leading the Race to Dubai standings. English golfers Chris Wood and Richard Bland are also performing well in the tournament.",openai/GPT-3.5-Turbo,0.63937,0.64931,0.80004,1,1.0,1,1,1
"Francis I ( Franz Stefan , François Étienne 8 December 1708 -- 18 August 1765 ) was Holy Roman Emperor and Grand Duke of Tuscany , though his wife effectively executed the real powers of those positions . Francis I ( François Ier ) ( 12 September 1494 -- 31 March 1547 ) was the first King of France from the Angoulême branch of the House of Valois , reigning from 1515 until his death . He was also known as François au Grand Nez ( `` Francis of the Large Nose '' ) , the Grand Colas , and the Roi-Chevalier ( the `` Knight-King '' ) for his personal involvement in the wars against his great rival the Holy Roman Emperor and King of Spain Charles V. When this was unsuccessful , he formed a Franco-Ottoman alliance with the Muslim sultan Suleiman the Magnificent , a controversial move for a Christian king at the time . The Italian war of 1536-1538 was a conflict between King Francis I of France and Charles V , King of Spain and Holy Roman Emperor .","The passage describes two individuals named Francis I. The first Francis I, also known as Franz Stefan or François Etienne, was the Holy Roman Emperor and Grand Duke of Tuscany. However, his wife held the real power in those positions. The second Francis I, also known as François Ier, was the first King of France from the Angoulême branch of the House of Valois. He reigned from 1515 until his death and was involved in wars against his rival, the Holy Roman Emperor and King of Spain, Charles V. He also formed an alliance with the Muslim sultan Suleiman the Magnificent. The passage also mentions the Italian war of 1536-1538, which was a conflict between King Francis I of France and Charles V, King of Spain and Holy Roman Emperor.",openai/GPT-3.5-Turbo,0.96016,0.96575,0.99349,1,1.0,1,1,1
"French firm EDF, which is financing most of the £18bn Hinkley Point project in Somerset, approved the funding at a board meeting. Contracts were to be signed on Friday. But Business Secretary Greg Clark has said the government will ""consider carefully"" before backing it. EDF chief executive Vincent de Rivaz has cancelled a trip to Hinkley Point on Friday following Mr Clark's comments. Critics of the plan have warned of environmental damage and potential escalating costs. They are also concerned that the plant is being built by foreign governments. One third of the £18bn cost is being provided by Chinese investors. Hours after EDF's board voted to approve the £18bn power plant on Thursday, the government launched a further review of the project. This stunning new development came all the way from the top of government and the timing seemed calculated to cause maximum impact. EDF executives were taken completely off guard, the post-Brexit run of major investment is abruptly halted and what precious entente cordiale in Anglo-French relations there is left after the EU referendum result seems diminished. Is it a genuine pause for a new government to read the small print of a project that is two administrations old, or a signal of a potential change in policy? Simon Jack: Hinkley delay is a high stakes bet Tom Greatrex, the chief executive of the Nuclear Industry Association, urged the government to make a decision as soon as possible. ""We need to get on and do this and that's why I'm hoping the government make their decision very soon because if it goes on for a lengthy period of time we are going to run the risk of having real problems in terms of our energy supplies,"" he said. ""Then what happens is that we end up paying a lot more and we end up paying for much more dirty power which we can't afford to do if we are to meet our climate commitments."" Claire Jacobson, head of climate, energy and environment policy at the EEF manufacturers' organisation said the government's decision was ""yet another blow to a decision that has been hindered by many delays and uncertainties"". Hinkley Point C is expected to provide 7% of the UK's total electricity requirement. Announcing the approval of investment on Thursday, EDF had described the plant as ""a unique asset for French and British industries"", saying it would benefit the nuclear sectors in both countries and would give a boost to employment. However, the project has been hit in recent months by concerns about EDF's financial capacity. Despite the Chinese investment, Hinkley Point would remain an enormous undertaking for the stressed French company, which has had to raise money from its owners. Earlier this week, EDF shareholders approved plans to issue new shares to raise €4bn (£3.4bn) to help pay for the project. Ahead of Thursday's vote on whether to approve the project, an EDF board member, Gerard Magnin, resigned, saying the project was ""very risky"" financially. Earlier this year, EDF's finance director, Thomas Piquemal, had resigned amid reports he thought Hinkley could damage EDF itself. 5,600 workers on site at peak 4,000km electrical cabling 230,000 tonnes of steel 5.6m cubic metres of earth to be moved Environmentalists are also concerned about the plan. Greenpeace executive director John Sauven said: ""Countless experts have warned that for British families this power station will be terrible value for money. He added that EDF's decision to go ahead with the investment, ""doesn't prove the UK is open for business post-Brexit - it just shows the Hinkley deal became too big to fail in the eyes of British and French politicians"". The campaign group added that more investment was needed for renewable energy such as offshore wind. Jan 2006 - Government proposes nuclear as part of future energy mix Mar 2013 - Construction of Hinkley Point approved Oct 2013 - UK government agrees £92.50 per megawatt-hour will be paid for electricity produced at the Somerset site - around double the current market rate at the time Oct 2015 - EDF signs investment agreement with China General Nuclear Power Corporation (CGN) July 2016 - EDF board approves final investment decision, but the UK Government postpones a final decision on the project until autumn.","The French firm EDF has approved funding for the £18bn Hinkley Point project in Somerset, but the UK government has announced a further review of the project. Critics have raised concerns about environmental damage, escalating costs, and the involvement of foreign governments. The project is expected to provide 7% of the UK's electricity requirement. EDF has faced financial difficulties, and earlier this week, shareholders approved plans to raise €4bn to help pay for the project. The approval of the investment has been described as a boost to employment and the nuclear sectors in both France and the UK. However, environmentalists argue that more investment should be made in renewable energy.",openai/GPT-3.5-Turbo,0.91883,0.95456,0.97925,1,1.0,1,1,1
"French-based Sanofi closed its drug manufacturing site in Fawdon in 2015 with the loss of 450 jobs. Now, Accord Healthcare is to use the plant for its pharmaceutical production, with the hope many of the jobs will be filled by ex-Sanofi staff. A spokesman said the firm was confident the investment would have an ""extremely positive"" impact on the area. The leader of Newcastle City Council, Councillor Nick Forbes, said: ""This announcement is fantastic news for Newcastle and the North East and helps strengthen our reputation as a home for the science and healthcare sector. ""Accord is a global player in the pharmaceutical industry and the highly skilled jobs and long-term investment bring a welcome boost the local economy."" Accord Healthcare develops, manufactures and distributes more than 130 pharmaceutical products to about 60 countries worldwide.","French pharmaceutical company Sanofi closed its drug manufacturing site in Fawdon in 2015, resulting in the loss of 450 jobs. However, Accord Healthcare has now taken over the plant for its pharmaceutical production, with the hope of hiring many former Sanofi employees. Accord Healthcare is confident that this investment will have a positive impact on the area. The leader of Newcastle City Council, Councillor Nick Forbes, sees this as great news for Newcastle and the North East, as it strengthens the region's reputation in the science and healthcare sector. Accord Healthcare is a global player in the pharmaceutical industry, distributing over 130 products to around 60 countries.",openai/GPT-3.5-Turbo,0.99921,0.97236,0.9834,1,1.0,1,1,1
Global warming . Effects significant to humans include the threat to food security from decreasing crop yields and the abandonment of populated areas due to rising sea levels .,"The passage discusses the effects of global warming on humans, specifically focusing on two significant impacts. The first is the threat to food security caused by decreasing crop yields. The second is the abandonment of populated areas due to rising sea levels.",openai/GPT-3.5-Turbo,0.99389,0.95459,0.99398,1,1.0,1,1,1
"Grant Ward's scuffed shot put Town ahead before Luke Varney rolled the ball into an empty net after QPR keeper Alex Smithies miscued a clearance. Cole Skuse's long-range shot fell to Tom Lawrence, who capped the scoring with a calm finish into the corner. Rangers offered little in attack, but sub Sandro headed Tjarron Cherry's corner against the post late on. Ipswich had failed to score in seven of their previous 10 Championship games, but could have had plenty more, with Christophe Berra heading wide from six yards, and Skuse firing a volley straight at Smithies. The Rs have won only once in their last six matches away from Loftus Road, and rarely looked like improving that record in Ian Holloway's second game in charge. The win lifted Mick McCarthy's Ipswich up four places to 14th and above Rangers, who slipped to 15th. Ipswich manager Mick McCarthy: ""The irony was that poor old Alex Smithies cost them the second goal which set us up to win as comprehensively as we did. He then kept it from being an embarrassing scoreline, but I'll take three. ""With Luke Varney and also Jonathan Douglas, I knew what I was going to get - even though I bet some people weren't thinking that when they saw the teamsheet. Luke epitomised everything what I want in this team. ""We have not been bristling with confidence. I have had a couple of rotten weekends after Rotherham and Nottingham Forest. But hopefully Ipswich can be a happier place than it has been."" QPR boss Ian Holloway:  ""I am sure everyone will say everything hinged on the second goal, but it shouldn't have. ""The goal was a calamity and after that we were awful and it could have been four or five. ""Everyone will blame my keeper but I won't as my defenders should have made an angle for him. Even with my legs, I would have ran back and tried to help him. ""My players need to be mentally tougher as a group. I am disappointed with how we finished today. We have got to try and be a bigger, braver and more solid team."" Match ends, Ipswich Town 3, Queens Park Rangers 0. Second Half ends, Ipswich Town 3, Queens Park Rangers 0. Attempt saved. Yeni N'Gbakoto (Queens Park Rangers) right footed shot from outside the box is saved in the bottom left corner. Yeni N'Gbakoto (Queens Park Rangers) wins a free kick in the attacking half. Foul by Luke Chambers (Ipswich Town). Attempt saved. Freddie Sears (Ipswich Town) right footed shot from the centre of the box is saved in the bottom left corner. Assisted by Jonathan Douglas. Offside, Ipswich Town. Leon Best tries a through ball, but Jonathan Douglas is caught offside. Attempt saved. David McGoldrick (Ipswich Town) right footed shot from the centre of the box is saved in the top centre of the goal. Assisted by Leon Best. Attempt saved. Freddie Sears (Ipswich Town) right footed shot from outside the box is saved in the centre of the goal. Assisted by Cole Skuse. Karl Henry (Queens Park Rangers) wins a free kick in the defensive half. Foul by Jonathan Douglas (Ipswich Town). Offside, Queens Park Rangers. Alex Smithies tries a through ball, but Idrissa Sylla is caught offside. Sandro (Queens Park Rangers) wins a free kick in the defensive half. Foul by David McGoldrick (Ipswich Town). Attempt blocked. Cole Skuse (Ipswich Town) right footed shot from outside the box is blocked. Corner,  Ipswich Town. Conceded by Grant Hall. Karl Henry (Queens Park Rangers) wins a free kick in the attacking half. Foul by Cole Skuse (Ipswich Town). Attempt missed. Jonathan Douglas (Ipswich Town) header from the centre of the box is close, but misses to the left. Assisted by Freddie Sears with a cross following a corner. Corner,  Ipswich Town. Conceded by Alex Smithies. Attempt saved. Grant Ward (Ipswich Town) right footed shot from the centre of the box is saved in the bottom left corner. Assisted by Freddie Sears with a through ball. Alex Smithies (Queens Park Rangers) wins a free kick in the defensive half. Foul by Jonathan Douglas (Ipswich Town). Corner,  Ipswich Town. Conceded by Alex Smithies. Attempt saved. David McGoldrick (Ipswich Town) right footed shot from the right side of the box is saved in the bottom left corner. Assisted by Grant Ward. Attempt missed. David McGoldrick (Ipswich Town) right footed shot from more than 35 yards misses to the left. Assisted by Cole Skuse following a set piece situation. Substitution, Ipswich Town. Leon Best replaces Tom Lawrence. Foul by Nedum Onuoha (Queens Park Rangers). Grant Ward (Ipswich Town) wins a free kick in the attacking half. Corner,  Queens Park Rangers. Conceded by Grant Ward. Corner,  Queens Park Rangers. Conceded by Adam Webster. Sandro (Queens Park Rangers) wins a free kick in the defensive half. Foul by Jonathan Douglas (Ipswich Town). Sandro (Queens Park Rangers) hits the right post with a header from the right side of the six yard box. Assisted by Tjaronn Chery with a cross following a corner. Corner,  Queens Park Rangers. Conceded by Christophe Berra. Attempt missed. David McGoldrick (Ipswich Town) right footed shot from outside the box misses to the right. Assisted by Tom Lawrence. Foul by Sandro (Queens Park Rangers). Jonathan Douglas (Ipswich Town) wins a free kick in the defensive half. Foul by Karl Henry (Queens Park Rangers). Cole Skuse (Ipswich Town) wins a free kick on the left wing.","Ipswich Town defeated Queens Park Rangers 3-0 in a Championship match. Grant Ward and Luke Varney scored for Ipswich, while Tom Lawrence added a third goal. QPR struggled to create chances and their goalkeeper, Alex Smithies, made a mistake that led to Ipswich's second goal. Ipswich manager Mick McCarthy was pleased with the performance, while QPR boss Ian Holloway expressed disappointment with his team's display. The win lifted Ipswich up to 14th place in the league table.",openai/GPT-3.5-Turbo,0.37412,0.76731,0.92099,1,1.0,1,1,1
"Gregory van der Wiel has denied claims that he is set to leave Paris Saint-Germain in the summer and instead reiterated his 'love' for the club. The Dutchman recently had a falling out with his boss Laurent Blanc after the decision to drop the full back for the Champions League clash against Chelsea. But Van der Wiel insists he's happy in Paris and is making no plans to leave the Ligue 1 side. Gregory van der Wiel (right) says he's not interested in leaving Paris Saint-Germain in the summer . The full back had a recent spat with the manager Laurent Blanc (right) after he was dropped . He told L'Equipe: 'I am genuinely happy at PSG. 'I love the club, I love the city and I love my team-mates. Everything is perfect for me here. 'There is absolutely no reason for me to leave. I want to sign a new contract. 'If the coach decides not to play me, that is his decision. But I am ready whenever I am called upon.' The Parisians continue to be linked with Barcelona star Dani Alves, so it remains to be seen whether Van der Wiel has any choice in staying with the club. Dani Alves (left) is being linked with a move to the French champions and Van der Wiel could be sold .","Gregory van der Wiel has denied rumors that he will be leaving Paris Saint-Germain in the summer and expressed his love for the club. Despite a recent disagreement with manager Laurent Blanc, van der Wiel insists he is happy in Paris and has no plans to leave. He wants to sign a new contract and is ready to play whenever called upon. However, there are rumors linking PSG with Barcelona's Dani Alves, so it is uncertain if van der Wiel will have a choice in staying with the club.",openai/GPT-3.5-Turbo,0.99965,0.98804,0.99561,1,1.0,1,1,1
